hotelcode,min,max,Diff_Min,Diff_Max,Score
142343,93.98,199.57,0.215,0.043,0.13
142355,77.71,231.25,0.030,0.184,0.11
142357,83.41,83.41,0.095,0.475,0.28
142369,68.64,116.16,0.074,0.329,0.20
142375,116.68,161.56,0.474,0.126,0.30
142384,78.14,115.09,0.035,0.334,0.18
142387,75.18,83.63,0.001,0.474,0.24
142394,63.36,89.75,0.134,0.447,0.29
142407,52.8,104.54,0.254,0.381,0.32
142408,89.75,100.32,0.167,0.400,0.28
142415,93.98,157.34,0.215,0.145,0.18
142417,66.42,158.39,0.099,0.141,0.12
142420,73.91,168.94,0.014,0.094,0.05
142428,79.19,89.75,0.047,0.447,0.25
142433,47.52,126.71,0.315,0.282,0.30
142441,90.28,142.55,0.173,0.211,0.19
142448,56.07,72.86,0.217,0.523,0.37
142450,42.23,121.43,0.375,0.306,0.34
142451,68.64,89.75,0.074,0.448,0.26
142485,68.16,259.23,0.079,0.310,0.19
142494,40.28,50.6,0.397,0.623,0.51
142518,45.21,55.25,0.341,0.602,0.47
142522,59.28,99.46,0.181,0.404,0.29
142532,71.43,84.39,0.042,0.472,0.26
142535,73.84,131.86,0.014,0.260,0.14
142567,61.28,130.6,0.158,0.265,0.21
142574,98.45,160.74,0.267,0.130,0.20
142591,54.25,129.72,0.238,0.269,0.25
142615,81.22,151.66,0.070,0.171,0.12
142636,41.49,99.36,0.384,0.405,0.39
142639,68.19,136.05,0.079,0.241,0.16
142689,59.27,109.01,0.181,0.362,0.27
142694,65.3,148.69,0.112,0.185,0.15
142704,281.3,351.62,2.354,0.724,1.54
142752,105.48,326.5,0.347,0.612,0.48
142760,48.52,112.27,0.303,0.348,0.33
142790,51.83,112.03,0.266,0.349,0.31
142796,49.23,113.44,0.295,0.343,0.32
142839,139.64,171.22,0.737,0.084,0.41
142869,52.89,144.64,0.254,0.203,0.23
142871,49.53,93.47,0.292,0.432,0.36
142873,71.55,142.72,0.041,0.211,0.13
142883,60.78,109.4,0.164,0.361,0.26
142893,57.27,110.51,0.204,0.356,0.28
142923,50.38,86.56,0.282,0.463,0.37
142926,64.2,80.48,0.125,0.491,0.31
142928,59.04,113.34,0.184,0.343,0.26
142940,132.36,585.7,0.654,1.775,1.21
142945,57.27,74.34,0.204,0.518,0.36
142975,53.24,179.83,0.250,0.045,0.15
142984,59.28,119.55,0.181,0.316,0.25
142995,115.54,209.97,0.462,0.090,0.28
143010,79.83,201.83,0.054,0.054,0.05
143047,93.99,124.96,0.216,0.291,0.25
143066,63.21,113.04,0.136,0.345,0.24
143081,68.16,99.15,0.079,0.407,0.24
143128,82.63,118.78,0.086,0.319,0.20
143140,46.48,77.46,0.327,0.505,0.42
143151,84.15,146.43,0.103,0.195,0.15
143186,46.48,77.46,0.327,0.505,0.42
143209,61.97,106.38,0.150,0.375,0.26
143212,124.96,190.86,0.570,0.004,0.29
143226,78.83,129.1,0.043,0.273,0.16
143261,70.23,183.84,0.056,0.027,0.04
143279,77.46,185.9,0.027,0.018,0.02
143316,89.86,185.9,0.169,0.018,0.09
143321,71.27,184.87,0.044,0.023,0.03
143424,56.7,112.58,0.210,0.348,0.28
143450,81.59,98.12,0.074,0.413,0.24
143453,72.6,195.2,0.029,0.024,0.03
143478,82.63,138.39,0.086,0.232,0.16
143734,54.25,150.69,0.239,0.176,0.21
143774,74.34,119.55,0.009,0.316,0.16
143785,34.16,102.48,0.469,0.393,0.43
143796,46.14,450.42,0.331,1.172,0.75
143868,57.76,134.62,0.198,0.249,0.22
143886,68.16,166.37,0.079,0.106,0.09
143946,50.23,90.42,0.285,0.448,0.37
143970,42.94,933,0.368,3.341,1.85
144044,34.67,46.91,0.463,0.643,0.55
144064,52.51,125.96,0.259,0.287,0.27
144120,52.66,120.59,0.257,0.312,0.28
144238,56.79,156.56,0.210,0.150,0.18
144303,71.33,155.99,0.043,0.152,0.10
144304,53.34,172.79,0.249,0.077,0.16
144354,57.2,75.21,0.205,0.516,0.36
144376,58.27,95.44,0.193,0.425,0.31
144447,89.66,247.81,0.167,0.261,0.21
144501,76.86,210.68,0.020,0.094,0.06
144521,42.19,62.28,0.377,0.575,0.48
144544,58.76,87.07,0.187,0.463,0.33
144596,110.12,135.35,0.402,0.246,0.32
144620,53.31,84.8,0.250,0.473,0.36
144644,55.25,79.37,0.228,0.498,0.36
144749,50.73,114.53,0.280,0.340,0.31
144800,193.62,286.02,1.359,0.433,0.90
144870,369.92,1756.36,3.377,7.042,5.21
144875,100.95,516.42,0.296,1.467,0.88
144910,60.58,111.59,0.166,0.352,0.26
145070,51.23,169.79,0.273,0.090,0.18
145077,68.32,82.38,0.078,0.483,0.28
145088,50.83,240.36,0.278,0.227,0.25
145136,77.65,271.25,0.029,0.366,0.20
145137,99.26,127.58,0.277,0.280,0.28
145144,74.07,74.07,0.012,0.521,0.27
145170,117.89,264.47,0.490,0.335,0.41
145183,87.57,460.64,0.143,1.217,0.68
145234,149.08,212.96,0.847,0.104,0.48
145262,138.42,203.28,0.725,0.060,0.39
145277,47.57,172.73,0.315,0.077,0.20
145337,153.1,290.38,0.893,0.452,0.67
145338,42.23,105.59,0.376,0.379,0.38
145339,90.28,265.04,0.174,0.338,0.26
145341,121.43,262.92,0.531,0.328,0.43
145351,36.11,53.85,0.447,0.612,0.53
145359,79.19,137.27,0.047,0.237,0.14
145360,47.52,74.95,0.316,0.517,0.42
145366,72.86,83.41,0.026,0.479,0.25
145381,51.74,88.7,0.268,0.455,0.36
145382,89.75,95.03,0.168,0.427,0.30
145384,45.15,184.79,0.343,0.023,0.18
145387,49.42,130.73,0.294,0.266,0.28
145419,49.63,126.71,0.292,0.284,0.29
145420,71.27,131.99,0.044,0.261,0.15
145423,41.4,87.65,0.386,0.460,0.42
145434,42.23,126.71,0.377,0.285,0.33
145440,135.62,419.31,0.694,1.033,0.86
145451,125.66,162.61,0.580,0.123,0.35
145455,64.41,119.32,0.123,0.318,0.22
145456,76.03,126.71,0.011,0.285,0.15
145457,161.56,279.82,0.991,0.405,0.70
145473,63.36,147.83,0.135,0.189,0.16
145489,72.86,136.21,0.026,0.242,0.13
148883,77.27,170,0.025,0.090,0.06
148891,72.23,95.03,0.033,0.427,0.23
148900,68.64,163.67,0.074,0.118,0.10
148905,128.83,545.73,0.616,1.603,1.11
148910,90.28,417.09,0.174,1.023,0.60
148925,119.37,261.87,0.507,0.324,0.42
148934,46.57,85.53,0.327,0.470,0.40
149308,61.77,142.55,0.153,0.213,0.18
149359,77,163.5,0.022,0.119,0.07
149471,55.76,167.29,0.222,0.102,0.16
149528,82.12,264.61,0.081,0.337,0.21
149583,51.61,102.23,0.269,0.395,0.33
149706,39.51,82.63,0.408,0.483,0.45
149719,71.27,111.54,0.044,0.353,0.20
149724,77.2,175.79,0.024,0.064,0.04
149796,75.35,231.06,0.003,0.186,0.09
149822,84.48,147.83,0.108,0.190,0.15
149856,104.54,133.3,0.338,0.255,0.30
149876,97.15,128.83,0.253,0.275,0.26
149951,117.91,137.05,0.491,0.238,0.36
150000,66.69,176.09,0.096,0.062,0.08
150016,62.56,173.18,0.144,0.075,0.11
150071,80.56,113.6,0.063,0.344,0.20
150102,36.96,147.83,0.438,0.190,0.31
150105,57.02,221.74,0.207,0.144,0.18
150184,84.48,157.34,0.108,0.147,0.13
150194,93.98,129.88,0.217,0.271,0.24
150212,64.21,267.19,0.125,0.349,0.24
150229,99.04,177.24,0.275,0.057,0.17
150233,165.76,279.68,1.040,0.405,0.72
150326,70.89,83.4,0.048,0.481,0.26
150332,57.48,234.14,0.202,0.200,0.20
150335,53.82,66.93,0.244,0.555,0.40
150392,68.63,183.84,0.074,0.027,0.05
150399,86.58,205.9,0.132,0.072,0.10
150423,73.98,221.02,0.013,0.141,0.08
150437,57.86,89.41,0.198,0.454,0.33
150442,57.47,148.82,0.202,0.185,0.19
150537,79.19,121.43,0.047,0.309,0.18
150540,87.4,138.63,0.141,0.232,0.19
150541,64.29,89.31,0.124,0.454,0.29
150553,116.16,137.27,0.471,0.238,0.35
150557,67.57,157.34,0.086,0.147,0.12
150559,63.36,93.98,0.135,0.434,0.28
150575,82.36,158.39,0.083,0.142,0.11
150638,94.52,94.52,0.223,0.431,0.33
150676,137.27,179.51,0.714,0.047,0.38
150701,72.86,93.98,0.026,0.434,0.23
150709,66.46,136.24,0.099,0.243,0.17
150732,85.39,165.76,0.118,0.109,0.11
150744,77.19,558.37,0.024,1.666,0.85
150746,62.3,112.89,0.147,0.348,0.25
150753,89.41,149.69,0.164,0.182,0.17
150767,46.22,90.42,0.332,0.450,0.39
150794,68.21,180.56,0.079,0.042,0.06
150854,81.1,200.57,0.069,0.048,0.06
150887,83.41,104.54,0.095,0.386,0.24
150890,47.51,144.59,0.317,0.205,0.26
150903,56.07,143.8,0.219,0.209,0.21
150912,59.82,128.75,0.176,0.277,0.23
150961,129.1,129.1,0.620,0.275,0.45
151014,65.57,170.01,0.109,0.090,0.10
151030,70.33,83.38,0.055,0.482,0.27
151034,37.98,105.54,0.427,0.382,0.40
151048,118.51,289.18,0.499,0.450,0.47
151052,90.2,127.48,0.174,0.283,0.23
151083,58.65,92.96,0.189,0.439,0.31
151136,71.57,166.28,0.041,0.107,0.07
151211,79.52,88.82,0.051,0.458,0.25
151220,44.88,95.03,0.347,0.430,0.39
151230,121.43,253.42,0.533,0.288,0.41
151314,69.05,128.44,0.070,0.279,0.17
151348,116.53,173.8,0.476,0.073,0.27
151381,122.02,320.05,0.539,0.590,0.56
151468,93.83,140.74,0.215,0.223,0.22
151472,37.11,88.53,0.437,0.460,0.45
151476,452.08,522.41,4.327,1.507,2.92
151508,47.52,145.72,0.317,0.200,0.26
151509,63.36,150.47,0.135,0.179,0.16
151680,104.25,137.62,0.335,0.237,0.29
151727,95.03,167.89,0.229,0.100,0.16
151749,53.73,156.13,0.245,0.153,0.20
151763,91.33,161.02,0.186,0.131,0.16
151797,85.39,222.02,0.118,0.146,0.13
151834,68.32,104.85,0.078,0.386,0.23
151849,75.06,405.8,0.000,0.979,0.49
151872,100.32,174.23,0.290,0.071,0.18
151874,57.78,188.42,0.199,0.007,0.10
151911,39.18,55.25,0.413,0.611,0.51
151928,65.44,130.64,0.111,0.269,0.19
152005,110.51,130.6,0.407,0.269,0.34
152068,73.91,84.48,0.014,0.478,0.25
152077,138.52,514,0.728,1.470,1.10
152096,142.55,248.14,0.774,0.264,0.52
152177,126.12,278.87,0.586,0.404,0.49
152214,132.61,206.27,0.660,0.074,0.37
152218,55.25,72.33,0.228,0.533,0.38
152232,80.1,140.92,0.057,0.222,0.14
152233,48.9,80.56,0.301,0.496,0.40
152237,114.93,272.6,0.457,0.375,0.42
152299,89.41,350.61,0.164,0.729,0.45
152304,59.47,59.47,0.179,0.592,0.39
152398,58.21,191.89,0.194,0.009,0.10
152412,121.43,167.89,0.532,0.100,0.32
152437,41.71,63.37,0.383,0.574,0.48
152459,44.02,116.6,0.357,0.333,0.34
152485,37.18,91.42,0.436,0.447,0.44
152511,52.8,116.16,0.256,0.335,0.30
152527,91.48,91.48,0.188,0.447,0.32
152530,56.96,116.48,0.208,0.334,0.27
152564,73.33,119.35,0.020,0.321,0.17
152568,92.85,263.37,0.204,0.334,0.27
152573,46.48,120.84,0.329,0.314,0.32
152585,96.67,245.81,0.248,0.254,0.25
152600,145.63,279.89,0.810,0.409,0.61
152601,56.8,87.79,0.210,0.464,0.34
152625,62.47,190.88,0.145,0.005,0.07
152647,36.49,62.55,0.444,0.579,0.51
152681,159.43,541.85,0.969,1.600,1.28
152699,122.59,196.24,0.546,0.029,0.29
152712,237.54,356.32,1.865,0.756,1.31
152797,121.43,142.55,0.532,0.215,0.37
152799,84.26,147.83,0.105,0.191,0.15
152830,66.31,165.76,0.101,0.110,0.11
152853,203.24,471.17,1.470,1.278,1.37
152855,90.42,190.88,0.176,0.005,0.09
152856,89.72,148.69,0.168,0.187,0.18
152857,87.4,313.45,0.141,0.561,0.35
152860,109.5,561.59,0.395,1.688,1.04
152870,121.16,428.98,0.528,1.085,0.81
152891,134.62,247.74,0.683,0.263,0.47
152927,75.01,213.29,0.001,0.106,0.05
152956,61.03,133.05,0.161,0.258,0.21
153032,65.3,95.44,0.112,0.429,0.27
153036,49,70.89,0.300,0.540,0.42
153079,31.22,47.32,0.504,0.648,0.58
153088,68.64,127.76,0.074,0.282,0.18
153160,46.46,59.14,0.329,0.594,0.46
153206,27.26,77.9,0.549,0.509,0.53
153260,53.37,145.61,0.250,0.201,0.23
153266,82.29,149.18,0.083,0.185,0.13
153302,53.24,149.69,0.251,0.183,0.22
153321,177.62,310.43,1.177,0.548,0.86
153328,45.66,489.26,0.338,1.361,0.85
153347,123.87,194.9,0.560,0.023,0.29
153414,68.64,89.75,0.074,0.455,0.26
153417,74.34,102.48,0.009,0.397,0.20
153418,76.35,181.84,0.014,0.037,0.03
153420,88.7,346.34,0.156,0.711,0.43
153472,93.98,136.21,0.217,0.244,0.23
153577,110.87,163.67,0.411,0.119,0.26
153614,68.64,110.87,0.074,0.359,0.22
153619,512.64,556.09,5.016,1.665,3.34
153656,63.36,116.16,0.135,0.335,0.23
153694,62.28,159.74,0.147,0.137,0.14
153696,100.7,218.45,0.294,0.130,0.21
153799,50.19,92.95,0.286,0.441,0.36
153843,21.92,29.77,0.610,0.728,0.67
153892,99.78,144.67,0.283,0.206,0.24
153898,39.81,53.39,0.405,0.621,0.51
153912,80.1,251.43,0.057,0.280,0.17
153917,80.25,157.34,0.059,0.148,0.10
153918,47.52,79.19,0.316,0.504,0.41
153952,184.79,295.65,1.258,0.481,0.87
153976,67.13,67.13,0.091,0.559,0.33
154004,70.2,395.01,0.056,0.934,0.49
154014,90.42,100.46,0.176,0.407,0.29
154069,49.23,136.63,0.297,0.242,0.27
154106,99.46,176.82,0.279,0.059,0.17
154125,68.41,90.76,0.077,0.451,0.26
154142,107.09,119.45,0.367,0.321,0.34
154143,98.45,809.55,0.268,2.820,1.54
154202,62.28,73.33,0.147,0.530,0.34
154231,58.37,130.86,0.192,0.269,0.23
154263,78.14,109.82,0.035,0.364,0.20
154268,61.92,210.12,0.151,0.092,0.12
154327,52.02,111.11,0.265,0.359,0.31
154381,42.23,205.9,0.377,0.073,0.23
154390,69.37,95.03,0.066,0.432,0.25
154422,85.39,182.84,0.118,0.032,0.08
154496,99.25,119.32,0.277,0.321,0.30
154498,98.2,136.21,0.265,0.245,0.25
154508,63.36,73.91,0.135,0.528,0.33
154511,63.36,89.75,0.135,0.456,0.30
154667,109.31,294.39,0.393,0.476,0.43
154677,190.03,387.3,1.319,0.899,1.11
154683,72.58,221.02,0.029,0.142,0.09
154694,88.27,170.52,0.151,0.088,0.12
154711,45.62,179.51,0.338,0.047,0.19
154714,104.8,193.5,0.341,0.016,0.18
154715,73.91,84.48,0.014,0.480,0.25
154717,68.47,138.39,0.076,0.235,0.16
154737,67.81,157.73,0.084,0.147,0.12
154746,40.69,144.67,0.395,0.206,0.30
154747,74.97,131.87,0.001,0.265,0.13
154767,50.6,215.86,0.281,0.118,0.20
154855,33.15,83.58,0.482,0.485,0.48
154932,47.31,120.52,0.319,0.316,0.32
154959,41.31,80.64,0.388,0.498,0.44
154962,30.14,50.23,0.517,0.637,0.58
154977,943.51,994.45,9.949,3.667,6.81
155006,73.61,168.75,0.017,0.096,0.06
155054,53.03,163.59,0.253,0.120,0.19
155059,82.38,160.74,0.083,0.133,0.11
155166,60.28,139.64,0.170,0.229,0.20
155192,67.57,205.9,0.086,0.073,0.08
155195,237.2,416.67,1.857,1.034,1.45
155197,138.33,196.4,0.724,0.030,0.38
155200,109.5,144.55,0.394,0.207,0.30
155220,120.21,221.48,0.516,0.144,0.33
155225,104.54,136.21,0.337,0.245,0.29
155237,98.5,175.35,0.268,0.066,0.17
155284,59.28,143.66,0.181,0.211,0.20
155302,60.28,99.46,0.170,0.412,0.29
155305,74.36,95.02,0.008,0.433,0.22
155313,61.77,146.77,0.153,0.197,0.17
155326,137.95,255.53,0.720,0.300,0.51
155352,70.5,103.89,0.053,0.392,0.22
155354,89.08,226.05,0.160,0.165,0.16
155363,100.31,268.21,0.289,0.357,0.32
155518,141.71,159.74,0.763,0.138,0.45
155556,56.26,200.93,0.216,0.050,0.13
155625,82.78,225.84,0.088,0.164,0.13
155643,50.23,90.42,0.285,0.454,0.37
155652,36.17,174.8,0.446,0.069,0.26
155713,60.28,75.35,0.170,0.523,0.35
155850,59.91,102.24,0.174,0.400,0.29
155883,55.51,80.37,0.224,0.500,0.36
155915,86.4,156.72,0.129,0.151,0.14
155980,52.59,142.08,0.258,0.218,0.24
155986,35.99,89.91,0.448,0.457,0.45
155988,83.41,128.83,0.095,0.279,0.19
156016,55.01,172.79,0.230,0.078,0.15
156019,54.82,118.27,0.232,0.327,0.28
156025,49.84,136.21,0.290,0.245,0.27
156053,69.32,160.74,0.066,0.133,0.10
156084,85.39,226.05,0.118,0.165,0.14
156106,108.5,130.02,0.383,0.274,0.33
156116,106.13,271.64,0.356,0.374,0.36
156144,60.28,150.69,0.170,0.179,0.17
156145,48.23,82.38,0.308,0.492,0.40
156157,129.64,440.38,0.625,1.145,0.89
156160,72.33,145.67,0.032,0.202,0.12
156172,57.27,165.76,0.204,0.110,0.16
156219,52.27,68.64,0.262,0.554,0.41
156335,103.23,192.78,0.323,0.013,0.17
156352,65.74,105.25,0.107,0.387,0.25
156354,47.22,80.37,0.320,0.501,0.41
156369,80.37,180.84,0.060,0.041,0.05
156452,53.67,115.77,0.246,0.339,0.29
156528,87.63,155.79,0.144,0.156,0.15
156591,48.93,118.54,0.300,0.327,0.31
156620,40.18,140.65,0.401,0.225,0.31
156624,65.3,130.6,0.112,0.271,0.19
156686,34.08,58.43,0.471,0.602,0.54
156872,65.3,195.9,0.112,0.028,0.07
156935,63.29,118.54,0.136,0.327,0.23
156980,35.4,54.54,0.456,0.620,0.54
157068,95.44,171.29,0.234,0.085,0.16
157096,90.77,168.45,0.180,0.098,0.14
157107,69.17,170.89,0.068,0.087,0.08
157169,84.39,130.6,0.107,0.272,0.19
157221,50.23,221.02,0.286,0.143,0.21
157290,39.18,160.74,0.413,0.134,0.27
157306,44.4,69.07,0.353,0.554,0.45
157494,50.23,130.6,0.286,0.272,0.28
157508,51.23,110.51,0.274,0.364,0.32
157526,50.7,126.72,0.280,0.290,0.29
157679,26.69,46.83,0.556,0.656,0.61
157686,39.18,109.5,0.413,0.369,0.39
157697,37.97,121.7,0.427,0.313,0.37
157833,109.76,221.02,0.399,0.143,0.27
157900,62.16,136.16,0.149,0.247,0.20
157907,29.21,73.02,0.528,0.536,0.53
157932,73.23,101.27,0.022,0.407,0.21
157946,94.43,221.02,0.222,0.143,0.18
158021,82.62,118.02,0.086,0.330,0.21
158114,76.86,130.6,0.020,0.272,0.15
158150,37.46,91.78,0.433,0.451,0.44
158185,188.87,311.64,1.308,0.559,0.93
158215,121.8,164.55,0.537,0.116,0.33
158283,180.38,290.34,1.210,0.461,0.84
158287,54.9,150.62,0.232,0.180,0.21
158300,40.69,87.7,0.396,0.469,0.43
158305,85.39,256.93,0.118,0.308,0.21
158308,75.81,240.1,0.008,0.231,0.12
158327,83.44,161.88,0.096,0.129,0.11
158450,60.28,95.44,0.170,0.434,0.30
158461,45.21,88.61,0.344,0.465,0.40
158489,81.98,140.65,0.079,0.226,0.15
158535,1004.63,1105.09,10.656,4.200,7.43
158676,89.76,182.99,0.168,0.032,0.10
158740,83.35,146.29,0.095,0.200,0.15
158808,127.35,248.81,0.599,0.270,0.43
158818,59.59,188.75,0.178,0.005,0.09
158849,87.28,135.79,0.140,0.248,0.19
158881,51.23,91.42,0.274,0.452,0.36
159020,56.64,126.59,0.212,0.291,0.25
159023,43.01,84.39,0.368,0.485,0.43
159027,49.45,120.88,0.294,0.317,0.31
159306,53.34,72.33,0.250,0.540,0.39
159313,119.35,576.42,0.508,1.775,1.14
159359,49.63,72.33,0.292,0.540,0.42
159467,104.54,200.63,0.338,0.049,0.19
159480,69.74,145.05,0.061,0.206,0.13
159513,93.22,140.74,0.208,0.226,0.22
159546,59.47,121.92,0.179,0.312,0.25
159573,104.54,115.1,0.338,0.344,0.34
159598,47.52,89.75,0.316,0.460,0.39
159601,69.73,166.62,0.062,0.107,0.08
159611,158.39,454.04,0.955,1.214,1.08
159619,62.28,249.14,0.147,0.272,0.21
159628,53.17,187.95,0.252,0.009,0.13
159682,49.84,152.05,0.290,0.174,0.23
159707,55.25,100.46,0.228,0.411,0.32
159744,91.92,195.2,0.193,0.024,0.11
159745,124.96,226.18,0.572,0.167,0.37
159815,114.33,463.53,0.450,1.257,0.85
160045,59.28,127.58,0.182,0.286,0.23
160061,71.15,133.19,0.045,0.261,0.15
160066,76.66,220.7,0.018,0.142,0.08
160096,30.8,89.67,0.508,0.461,0.48
160099,50.23,60.28,0.285,0.596,0.44
160101,102.24,246.83,0.312,0.262,0.29
160113,141.63,183.47,0.764,0.029,0.40
160156,63.29,174.8,0.136,0.069,0.10
160178,80.56,154.92,0.063,0.161,0.11
160195,154.92,196.23,0.916,0.029,0.47
160214,51.01,141.65,0.276,0.222,0.25
160286,171.29,421.04,1.104,1.063,1.08
160361,94.13,226.84,0.218,0.170,0.19
160397,315.45,351.62,2.755,0.744,1.75
160406,98.9,98.9,0.273,0.418,0.35
160451,123.38,123.38,0.553,0.306,0.43
160493,74.81,206.75,0.003,0.078,0.04
160517,88.7,137.27,0.156,0.242,0.20
160610,42.19,65.3,0.377,0.573,0.48
160636,68.42,171.06,0.077,0.087,0.08
160649,82.38,116.63,0.083,0.337,0.21
160665,274.54,615.6,2.285,1.958,2.12
160666,116.16,420.26,0.470,1.059,0.76
160759,268.21,468.83,2.211,1.282,1.75
160913,53.45,99.92,0.248,0.413,0.33
160918,88.86,252.37,0.158,0.287,0.22
160958,34.16,49.23,0.469,0.647,0.56
160995,88.59,88.59,0.154,0.466,0.31
161002,107.29,194.29,0.369,0.020,0.19
161077,81.73,243.92,0.076,0.248,0.16
161078,52.27,153.1,0.261,0.169,0.22
161108,63.36,89.75,0.134,0.461,0.30
161149,33.46,33.46,0.477,0.720,0.60
161166,56.07,123.44,0.218,0.306,0.26
161194,88.7,139.38,0.156,0.232,0.19
161240,165.14,637.77,1.031,2.060,1.55
161248,65.93,164.82,0.105,0.115,0.11
161255,57.26,105.48,0.204,0.388,0.30
161307,107.9,177.24,0.376,0.058,0.22
161314,68.64,126.71,0.074,0.291,0.18
161365,67.57,130.93,0.086,0.271,0.18
161428,445.28,698.16,4.236,2.337,3.29
161468,68.16,92.46,0.079,0.448,0.26
161473,60.93,130.14,0.162,0.275,0.22
162048,52.95,282.82,0.254,0.427,0.34
162049,100.32,319.94,0.289,0.598,0.44
162050,76.03,85.53,0.011,0.480,0.25
162061,85.39,96.44,0.118,0.430,0.27
162086,78.36,131.5,0.037,0.269,0.15
162125,52.8,89.75,0.255,0.461,0.36
162134,45.21,83.38,0.342,0.490,0.42
162156,70.23,109.48,0.056,0.370,0.21
162158,65.07,133.23,0.115,0.261,0.19
162202,59.27,122.59,0.181,0.310,0.25
162235,52.95,157.34,0.254,0.150,0.20
162250,35.9,72.86,0.449,0.539,0.49
162306,54.25,58.27,0.239,0.606,0.42
162344,39.46,74.54,0.408,0.531,0.47
162378,73.91,190.07,0.014,0.001,0.01
162386,42.03,42.03,0.379,0.681,0.53
162389,123.54,422.36,0.555,1.071,0.81
162409,87.81,175.62,0.146,0.066,0.11
162416,58.07,68.64,0.195,0.559,0.38
162427,208.96,405.87,1.533,0.995,1.26
162433,98.55,119.55,0.269,0.324,0.30
162451,62.3,157.09,0.147,0.151,0.15
162462,89.75,121.43,0.168,0.315,0.24
162463,56.26,95.44,0.216,0.435,0.33
162478,72.33,76.9,0.032,0.521,0.28
162522,64.15,179.61,0.125,0.047,0.09
162620,61.84,136.36,0.152,0.247,0.20
162645,124.34,196.59,0.564,0.031,0.30
162657,79.19,134.63,0.047,0.255,0.15
162661,29.2,94.87,0.526,0.438,0.48
162677,60.28,124.58,0.170,0.301,0.24
162695,61.49,137.43,0.156,0.242,0.20
162697,68.32,185.81,0.078,0.019,0.05
162716,51.74,111.92,0.268,0.360,0.31
162762,53.24,163.75,0.251,0.121,0.19
162962,246.14,296.36,1.960,0.491,1.23
162966,42.58,52.72,0.373,0.633,0.50
163185,67.06,183.73,0.092,0.028,0.06
163243,51.74,110.87,0.268,0.365,0.32
163244,53.85,67.57,0.244,0.565,0.40
163379,49.73,94.94,0.291,0.438,0.36
163391,92.3,165.76,0.197,0.111,0.15
163420,41.07,65.9,0.390,0.573,0.48
163439,221.02,346.04,1.673,0.721,1.20
163469,70.44,160.74,0.053,0.135,0.09
163558,54.15,114.93,0.240,0.346,0.29
163659,82.28,251.68,0.082,0.285,0.18
163759,59.3,101.37,0.181,0.409,0.30
163762,95.03,121.43,0.229,0.316,0.27
163767,65.74,98.12,0.107,0.424,0.27
163771,89.41,170.18,0.164,0.091,0.13
163819,74.13,272.43,0.011,0.382,0.20
163868,76.58,109.97,0.017,0.369,0.19
163869,63.36,95.03,0.135,0.439,0.29
163910,39.02,90.42,0.414,0.460,0.44
163963,60.47,148.98,0.168,0.189,0.18
163966,64.32,95.25,0.124,0.438,0.28
163985,41.19,58.71,0.389,0.607,0.50
164409,55.96,80.72,0.220,0.505,0.36
164422,48.57,134.64,0.305,0.256,0.28
164778,74.13,148.25,0.011,0.193,0.10
164792,57.02,125.65,0.208,0.297,0.25
164961,110.51,225.04,0.406,0.163,0.28
165079,65.84,348.6,0.106,0.735,0.42
165359,181.84,294.36,1.225,0.483,0.85
165495,51.74,71.81,0.268,0.546,0.41
165667,36.57,843.3,0.442,3.021,1.73
165710,236.63,464.56,1.853,1.270,1.56
165718,175.81,444.44,1.155,1.176,1.17
165835,142.55,195.35,0.773,0.025,0.40
165902,148.71,404.42,0.844,0.991,0.92
166003,69.71,299.51,0.062,0.506,0.28
166024,30.01,61.77,0.517,0.592,0.55
166064,170.94,554.56,1.099,1.684,1.39
166139,114.02,181.06,0.446,0.041,0.24
166322,63.36,116.16,0.135,0.341,0.24
166328,58.07,163.67,0.195,0.121,0.16
166334,113.09,166.31,0.436,0.109,0.27
166344,63.08,136.21,0.138,0.248,0.19
166356,63.36,84.48,0.135,0.487,0.31
166357,37.27,70.16,0.434,0.553,0.49
166383,62.3,104.54,0.147,0.395,0.27
166392,132.55,539.58,0.659,1.616,1.14
166393,195.35,570.2,1.378,1.756,1.57
166395,109.82,363.24,0.398,0.800,0.60
166406,85.26,153.1,0.116,0.170,0.14
166410,81.31,123.54,0.071,0.306,0.19
166452,31.41,59.21,0.501,0.604,0.55
166462,80.77,618.34,0.065,1.978,1.02
